Domain Name,Record Name,Record Type,Record Value
cert-portfolio.aordenes-dev.com,_ca0eabf3a24cb39f6ee89e9ddf535f38.cert-portfolio.aordenes-dev.com.,CNAME,_5e9077e31bf74ff316f2050b68e1e2e4.mhbtsbpdnt.acm-validations.aws.
